Admission,Registrar,Guidance Office,Health Services/Clinic,Library Services,Student Publication,Scholarship Services,Student Services Office,Comment,Semester,AcadYear,Block,College
4,5,4,4,5,4,4,4,magkaroon pa ng mga programa,2nd Semester,2021-2022,4B,BS-Fisheries
5,5,5,5,5,5,5,5,magkaroon po sana ng isang aktibong facebook page ang cnsc kung saan maari pong magtanong ang mga mag-aaral patungkol sa ating paaralan.,2nd Semester,2021-2022,4B,CCMS
5,5,5,5,5,5,5,5,magkaroon po sana ng maayos na internet connection,2nd Semester,2021-2022,4B,IFMS
4,4,4,4,4,4,3,4,"magkaroon po sana ng maayos na internet connection sapagkat minsan ay nahihirapan din ang aming mga instructor na makapagturo saamin,yun lang po.salamat po",2nd Semester,2021-2022,4B,BS-Fisheries
5,4,5,5,5,5,5,5,maglaan ng maayos na sistema sa mga guro ganun narin sa mga magaaral upang mas mapalawak ang pakikipagugnayan ng bawat isa.,2nd Semester,2021-2022,4B,CCMS
4,5,4,4,4,4,4,5,maglagak ng free-wifi area sa kada satellite campuses.,2nd Semester,2021-2022,4B,IFMS
4,4,4,4,4,4,4,4,"maglagay po kayo ng map sa school pati na rin sa fb page ng school para po mas madaling mahanap po ang mga buildings, library, registrar, mis at iba pa po.",2nd Semester,2021-2022,4B,BS-Fisheries
5,5,5,5,5,5,5,5,maglungsad pa nang nga aktibidad na makakabuti,2nd Semester,2021-2022,4B,CCMS
3,4,4,4,4,4,4,4,magpatuloy at paunlarin pa,2nd Semester,2021-2022,4B,IFMS
4,4,4,4,4,4,4,4,magpatuloy lamang sa kanilang paglingkod dahil maayos at maganda naman ang sistema.,2nd Semester,2021-2022,4B,BS-Fisheries
5,5,5,4,4,5,5,5,magpatuloy lamang sa kanilang paglingkod dahil maayos at maganda naman ang sistema.,2nd Semester,2021-2022,4B,CCMS
5,4,4,5,4,4,4,4,magpatuloy lamang sa kanilang paglingkod dahil maayos at maganda naman ang sistema.,2nd Semester,2021-2022,4B,IFMS
3,3,4,3,3,4,4,4,magpatuloy lamang sa pagbibigay na dekalidad maayos at dekalidad na serbisyo.,2nd Semester,2021-2022,4B,BS-Fisheries
5,5,5,5,5,5,5,5,magpatuloy na magbigay ng kalidad na serbisyo at pagtuturo sa mga mag - aaral.,2nd Semester,2021-2022,4B,CCMS
5,5,5,4,4,5,5,5,magpatuloy na magbigay ng kalidad na serbisyo at pagtuturo sa mga mag - aaral.,2nd Semester,2021-2022,4B,IFMS
5,5,5,5,5,5,5,5,magpatuloy na magbigay ng kalidad na serbisyo at pagtuturo sa mga mag - aaral.,2nd Semester,2021-2022,4B,BS-Fisheries
4,3,3,4,4,4,4,4,magpatuloy na makikomukina sa mga estudyante at magsagawa ng mga aktibidades na maaaring mahubog ang mga talento at kanaisan ng mga estudyante.,2nd Semester,2021-2022,4B,CCMS
5,4,4,5,4,4,5,5,magpatuloy pa sana ang maayos na serbisyo .,2nd Semester,2021-2022,4B,IFMS
5,4,5,4,5,4,5,3,magpatuloy sa pag unlad,2nd Semester,2021-2022,4B,BS-Fisheries
5,5,5,5,5,5,4,4,magpatuloy sa paglalatag ng maayos na mga alintuntunin nang sa sa gayon ay tuloy tuloy ang pagkakaroon ng dekalidad na serbisyo ang paaralan.,2nd Semester,2021-2022,4B,CCMS
5,5,5,5,5,5,5,5,magpatupad ng mga serbisyo at aktibidad na makatutulong sa lahat ng opisyal na bahagi ng cnsc sa panahon ng pandemya,2nd Semester,2021-2022,4B,IFMS
5,5,5,5,4,5,4,4,magsisimula ang dekalidad na serbisyo ng camarines norte state college kung maayos ang pagseserbisyo ng mga staff. dahil based on my experience hindi lahat ng staff ay approachable at maayos kausap kaya sana maayos ito.,2nd Semester,2021-2022,4B,BS-Fisheries
5,5,4,5,5,5,5,5,magtayo ng mga organisasyon/clubs na naaayon sa interes ng mag-aaral,2nd Semester,2021-2022,4B,CCMS
4,5,4,5,4,5,4,5,magtulong tulong po tayo para mas lalo pa pong gumanda ang serbisyo sa cnsc at sumunod lagi sa mga patakaran ng bawat office para wala pong maging problema.,2nd Semester,2021-2022,4B,IFMS
5,5,5,5,5,5,5,5,magtulong tulong po tayo para mas lalo pa pong gumanda ang serbisyo sa cnsc at sumunod lagi sa mga patakaran ng bawat office para wala pong maging problema.,2nd Semester,2021-2022,4B,BS-Fisheries
5,4,4,5,5,5,4,5,magtulong tulong po tayo para mas lalo pa pong gumanda ang serbisyo sa cnsc at sumunod lagi sa mga patakaran ng bawat office para wala pong maging problema.,2nd Semester,2021-2022,4B,CCMS
3,4,4,3,4,4,4,4,magtulongan at magkaisa,2nd Semester,2021-2022,4B,IFMS
5,5,5,5,5,5,5,5,magtulong-tulong upang ang camarines norte state college ay mapanatali ang kaayusan at dekalidad na serbisyo.,2nd Semester,2021-2022,4B,BS-Fisheries
4,4,4,4,4,4,4,4,magtuloy tuloy sana po ang maayos at dekalidad na serbisyo ng camarines norte state college,2nd Semester,2021-2022,4B,CCMS
5,5,5,5,5,5,5,5,magtulungan,2nd Semester,2021-2022,4B,IFMS
5,5,5,5,5,5,5,5,magtulungan ang lahat,2nd Semester,2021-2022,4B,BS-Fisheries
5,5,4,5,5,5,5,5,magtulungan at magkaisa upang mapagtibay ang kagandahan at kaayusan ng serbisyo ng cnsc,2nd Semester,2021-2022,4B,CCMS
3,3,3,3,3,3,3,3,magtulungan upang mas mapaganda pa ang ating paaralan,2nd Semester,2021-2022,4B,IFMS
4,5,4,4,4,4,4,4,mahalin ang pag-aaral,2nd Semester,2021-2022,4B,BS-Fisheries
5,5,5,5,5,5,5,4,mahirap pa talaga sa ngayon ang pagsasagawa ng mga aktibidad na nangangailangan ng aktwal na partisipasyon dulot ng pandemya. ang tanging maimumungkahi ko lang ay patuloy na mag ingat para sa ating kaligtasan.,2nd Semester,2021-2022,4B,CCMS
4,5,5,4,4,5,5,4,mahirap pa talaga sa ngayon ang pagsasagawa ng mga aktibidad na nangangailangan ng aktwal na partisipasyon dulot ng pandemya. ang tanging maimumungkahi ko lang ay patuloy na mag ingat para sa ating kaligtasan.,2nd Semester,2021-2022,4B,IFMS
5,5,5,5,5,5,5,5,mahusay,2nd Semester,2021-2022,4B,BS-Fisheries
3,3,3,4,4,4,4,4,mahusay,2nd Semester,2021-2022,4B,CCMS
5,5,5,5,5,3,5,5,mahusay ang serbisyo sa cnsc,2nd Semester,2021-2022,4B,IFMS
5,5,5,5,5,5,5,5,mahusay at approachable ang staff.,2nd Semester,2021-2022,4B,BS-Fisheries
3,3,3,3,3,3,3,3,mai-improve ang mga facebook page ng camarines norte state college sa pagreply sa mga tumatanong sa kanila.,2nd Semester,2021-2022,4B,CCMS
5,5,5,5,5,5,5,5,mainam naman ang mga serbisyo na natatanggap ko bilang mag-aaral.,1st Semester,2022-2023,1A,IFMS
5,5,5,5,5,5,5,5,mainam naman ang mga serbisyo na natatanggap ko bilang mag-aaral.,1st Semester,2022-2023,1A,BS-Fisheries
4,3,3,4,4,3,3,3,maintain and improve,1st Semester,2022-2023,1A,CCMS
4,5,5,5,5,5,5,5,maintain and stable of good service and response,1st Semester,2022-2023,1A,IFMS
5,5,5,5,5,5,5,5,maintain disinfecting the campus to avoid the spread of any virus.,1st Semester,2022-2023,1A,BS-Fisheries
3,4,5,4,4,5,5,4,maintain disinfecting the campus to avoid the spread of any virus.,1st Semester,2022-2023,1A,CCMS
4,4,4,4,4,4,4,4,maintain disinfecting the campus to avoid the spread of any virus.,1st Semester,2022-2023,1A,IFMS
5,5,5,5,5,5,5,5,maintain disinfecting the campus to avoid the spread of any virus.,1st Semester,2022-2023,1A,BS-Fisheries
5,5,5,5,5,5,5,5,maintain good service and good communication with students,1st Semester,2022-2023,1A,CCMS
4,5,4,5,4,4,4,5,maintain lng po ang tamang kalidad at maayos na serbisyo.,1st Semester,2022-2023,1A,IFMS
5,5,5,5,5,5,5,5,maintain quality facilities.,1st Semester,2022-2023,1A,BS-Fisheries
5,5,5,4,4,5,5,5,maintain the best quality of services,1st Semester,2022-2023,1A,CCMS
4,4,5,5,4,4,4,4,maintain the god services.,1st Semester,2022-2023,1A,IFMS
4,4,5,5,4,5,5,5,maintain the good service for all.,1st Semester,2022-2023,1A,BS-Fisheries
5,5,5,5,5,5,5,5,maintain the good service through unity.,1st Semester,2022-2023,1A,CCMS
5,5,5,5,5,5,5,5,"maintain the teamwork and think positive as always, do the right thing and be helpful in everything, because everything will resolved as long as we work together.",1st Semester,2022-2023,1A,IFMS
5,5,5,5,5,5,5,5,maintain then improve that's all.,1st Semester,2022-2023,1A,BS-Fisheries
5,5,5,5,5,5,5,5,maipagpatuloy ang mga magagandang serbisyo na ibinibigay at inihahatid sa bawat estudyante ng paraalan.,1st Semester,2022-2023,1A,CCMS
5,5,5,5,5,5,5,5,maipagpatuloy pa lalo ang pagiging open for new ideas and suggestions.,1st Semester,2022-2023,1A,IFMS
4,4,5,5,4,5,5,4,maipagpatuloy po sana ang maayos na serbisyo.,1st Semester,2022-2023,1A,BS-Fisheries
5,5,5,5,5,5,4,4,maipalaganap nang maayos ang mga scholarship program.,1st Semester,2022-2023,1A,CCMS
5,5,5,5,5,5,5,5,makakatulong ito saamin bilang mag aar,1st Semester,2022-2023,1A,IFMS
5,5,5,5,5,5,5,5,make a consideration to some students who are struggling,1st Semester,2022-2023,1A,BS-Fisheries
4,4,4,4,4,4,4,4,"make it more accessible in terms of announcements and will recommend to have if not weekly a monthly check up in terms of psychological aspects of students and professor s,and to provide or supply the deprive students in terms of course requirements(gadgets) but only for classes only and will returnnafter session",1st Semester,2022-2023,1A,CCMS
4,4,4,4,4,4,4,4,"make the sevice accessible to all especially amidst this pandemic, maybe in all portals, the students should be updated.",1st Semester,2022-2023,1A,IFMS
4,4,4,5,5,4,4,5,makiisa ang bawat estudyante sa pag papalaganap ng kaayusan ng paaralang camarines norte state college,1st Semester,2022-2023,1A,BS-Fisheries
5,4,4,5,4,5,5,5,makinig at sumunod,1st Semester,2022-2023,1A,CCMS
5,5,5,5,5,5,5,5,makinig at sumunod,1st Semester,2022-2023,1A,IFMS
3,3,3,3,3,3,3,3,makinig at sumunod,1st Semester,2022-2023,1A,BS-Fisheries
3,3,3,3,3,3,3,3,makinig lang sa mga iba't ibang suggestion i guess,1st Semester,2022-2023,1A,CCMS
5,5,5,5,5,5,5,5,makinig sa mga saloobin ng mga mag aaral.,1st Semester,2022-2023,1A,IFMS
4,3,4,4,4,4,4,4,makinig sa mungkahi ng bawat isa tungo sa maayos na samahan,1st Semester,2022-2023,1A,BS-Fisheries
5,5,4,4,4,5,5,4,makipag ugnayan na hindi nkakunot ang mga noo.,1st Semester,2022-2023,1A,CCMS
5,5,5,5,5,5,5,5,makipag-ugnayan sa mga estudyante,1st Semester,2022-2023,1A,IFMS
4,4,4,4,4,5,4,5,malakas na wifi signalunlimited water in comfort rooms,1st Semester,2022-2023,1A,BS-Fisheries
5,5,5,5,5,5,5,5,malawak na pag una ng mga empleyado.,1st Semester,2022-2023,1A,CCMS
4,4,4,5,3,4,5,4,"maliban sa pagsagawa ng mga survey na tulad nito, nararapat lamang na nagkaroon ng mas hands-on na panayam sa mga mag aaral ukol sa kanilang karanasan, sapagkat, hindi ito lubusang nabibigyang hustisya gamit lamang ang limang numero.",1st Semester,2022-2023,1A,IFMS
4,4,4,3,4,4,4,4,malinaw na purpose sa serbisyo,1st Semester,2022-2023,1A,BS-Fisheries
4,4,4,4,4,4,4,4,"manatili sa pagimplementa ng mga regulasyon na siya namang nagpapahusay sa transaksiyon, edukasyon, at ibang serbisyong ibinibigay ng paaralan.",1st Semester,2022-2023,1A,CCMS
3,3,4,4,4,3,4,3,manatiling aktibo sa lahat ng programa at serbisyo,1st Semester,2022-2023,1A,IFMS
3,3,3,3,3,3,3,3,manatiling organisado at maayos ang sistema,1st Semester,2022-2023,1A,BS-Fisheries
5,5,5,5,4,5,4,4,manatiling sumunod sa mga patakaran upang mapanaliti ang maayos na serbisyo ng camarines norte state college,2nd Semester,2022-2023,1B,CCMS
5,5,5,5,5,5,5,3,manatiling tapat at may puso para sa mga mag aaral ang bawat isang naka upo sa posisyon at mga nag papalakad sa paaralan nabanggit,2nd Semester,2022-2023,1B,IFMS
4,5,5,5,5,5,5,5,manifesting ftf class next school year.,2nd Semester,2022-2023,1B,BS-Fisheries
3,3,3,3,3,3,3,3,mapaayos lalo ang canteen at naway makagamit ang mga estudyante ng laboratory instruments. suhestiyon ko rin ang pagkakaroon ng locker para sa mga estudyante at instructor kung sakali mang mag f2f,2nd Semester,2022-2023,1B,CCMS
3,3,4,5,5,5,5,5,mapabilis ang transaksyon ng mga dokumento.,2nd Semester,2022-2023,1B,IFMS
5,5,5,5,5,5,5,5,mapanataling malinis palagi ang cr,2nd Semester,2022-2023,1B,BS-Fisheries
4,5,5,5,4,5,5,5,mapanatili ang kaledad ng serbisyo ng camarines norte state college,2nd Semester,2022-2023,1B,CCMS
4,5,5,5,4,5,5,5,mapanatili ang pagkakaisa at pagtutulungan,2nd Semester,2022-2023,1B,IFMS
5,5,5,5,5,5,5,5,mapanatili mabilis ang mga anunsyo,2nd Semester,2022-2023,1B,BS-Fisheries
5,4,4,5,5,5,5,5,mapanatiling may magagandang communication sa mga students and teachers.,2nd Semester,2022-2023,1B,CCMS
5,5,5,5,5,5,5,5,"mapapagpatuloy ang dekalidad, mapagpalaya at ligtas ang mga pangunahing serbisyo sa edukasyon sa ngalan ng pagkakaisa.",2nd Semester,2022-2023,1B,IFMS
4,4,4,4,4,4,4,4,mapapanatili ang maayos na dekalidad na serbisyo para sa mga estudyante. maganda at maayos ang mga serbisyo sa mga nabanggit. nakakatulong ito sapagkat nagiging updated ang mga estudyante sa kaganapan ng paaralan. kahit na nasa ilalim tayo ng pandemya.,2nd Semester,2022-2023,1B,BS-Fisheries
5,5,5,5,5,5,5,5,"maprocess na po sana ang pag release sa mga ched scholars. mag2 school year na kasing natitingga ang pagrelease. ito ang pinakakailangan ng mga studyante ngayon lalo na naming mga wala ng nagpapaaral. nakakatuwa ang ibang schools sa daet na tuloy tuloy lang ang pagrelease para sa mga scholars. sana matugunan nyo po, mula ng magtransfer ako sa cnsc di pa ako nakatanggap ng benefits mula sa ched. sa tingin ko naman ang may magagawa ang school if ever totoo nga na wala pa sa kanila ang fund. salamat at pagpalain nawa tayo ng maykapal.",2nd Semester,2022-2023,1B,CCMS
4,4,4,4,4,4,4,4,marami pa ang makatanggap ng scholarship,2nd Semester,2022-2023,1B,IFMS
5,5,5,5,5,5,5,5,marami pang sektor na maaaring pagbutihin upang mapanatili ang maayos at dekalidad na serbisyo ng institusyon.,2nd Semester,2022-2023,1B,BS-Fisheries
5,5,5,5,5,5,5,5,maraming maraming salamat poðÿ–¤ðÿ’œðÿ–¤,2nd Semester,2022-2023,1B,CCMS
3,3,3,3,3,3,3,3,maraming salamat po,2nd Semester,2022-2023,1B,IFMS
5,5,4,5,5,5,5,5,maraming salamat po â™¡,2nd Semester,2022-2023,1B,BS-Fisheries
4,4,4,4,3,4,4,4,"maraming salamat po sa lahat ng mga guro at sa mga namamahala ng buong cnsc dahil natutulongan niu kaming mga kapos,at walang pera na pang pa aral..salamat po..ðÿ’œðÿ–¤ðÿ¤—",2nd Semester,2022-2023,1B,CCMS
4,4,4,4,4,4,4,4,maraming salamat po sa maayos na pag papatakbo ng patakaran sa school.,2nd Semester,2022-2023,1B,IFMS
4,4,4,4,4,4,4,4,maraming salamat po sa magandang serbisyo. ingat po kayo lagi.,2nd Semester,2022-2023,1B,BS-Fisheries
5,5,5,5,5,5,5,5,maraming salamat po sa taos pusong pagbibigay ng mga kaalaman at maayus na pag tuturo.,2nd Semester,2022-2023,1B,CCMS
4,4,5,5,4,5,5,5,maraming salamat po sa taos pusong pagtutro at pagbibigay kaalaman sa aming mga mag aaral.,2nd Semester,2022-2023,1B,IFMS
4,4,4,4,4,4,4,4,maraming salamat poinyo po sanang ipagpatuloy ang magandang serbisyo na hatid ninyo huwag po sanang magbago,2nd Semester,2022-2023,1B,BS-Fisheries
4,4,5,4,5,4,5,4,maraming salamat.,2nd Semester,2022-2023,1B,CCMS
3,4,4,3,4,4,4,4,marapat na sumunod ang mga mag aaral sa mga patakaran ng cnsc upang mapanatili sa maayos at dekalidad na serbisyo ang cnsc,2nd Semester,2022-2023,1B,IFMS
4,4,4,4,4,4,4,4,mas,2nd Semester,2022-2023,1B,BS-Fisheries
4,4,4,5,4,4,5,5,mas bigyan lang ng konsederasyon ang mga studyante na nahihirapan sa pag access at mga studyanteng walang kakayahang mag access sa internet.,2nd Semester,2022-2023,1B,CCMS
4,4,4,4,4,4,4,4,mas bigyan ng pansin pa ang mga hinaing ng mga studyante.,2nd Semester,2022-2023,1B,IFMS
5,4,4,4,4,4,4,4,mas dagdagan pa ang slots of appointments para sa may mga biglaang need na pumunta sa school.,2nd Semester,2022-2023,1B,BS-Fisheries
5,5,5,5,5,5,5,5,"mas dinggin ang hinaing ng lahat, mula sa estudyante pati na rin ang mga nag-ta-trabaho sa paaralan",2nd Semester,2022-2023,1B,CCMS
5,4,4,4,4,4,4,5,mas galingan at ipagpatuloy ang ikakaganda ng cnsc.,2nd Semester,2022-2023,1B,IFMS
5,5,4,4,4,5,5,5,mas galingan pa.,2nd Semester,2022-2023,1B,BS-Fisheries
4,4,3,4,3,4,4,4,mas gampanan at maging responsable sa serbisyo na iyong ginagampanan . magkaroon ng disiplina sa sarili at maging isang magandang ihemplo sa iba pang kasamahanvsa serbisyo.,2nd Semester,2022-2023,1B,CCMS
5,5,5,5,5,5,5,5,mas higit pang makinig sa mga mag-aaral.,2nd Semester,2022-2023,1B,IFMS
5,4,4,4,5,5,5,5,mas lag butihin pa ang serbisyo,2nd Semester,2022-2023,1B,BS-Fisheries
3,4,4,4,3,4,4,4,mas lag butihin pa ang serbisyo,2nd Semester,2022-2023,1B,CCMS
5,5,4,3,4,4,4,4,mas lag butihin pa ang serbisyo,2nd Semester,2022-2023,1B,IFMS
4,4,3,5,4,4,4,5,mas lalo pang ayusin at pagandahin ang serbisyo,2nd Semester,2022-2023,1B,BS-Fisheries
4,4,5,5,4,5,5,5,mas lalo pang maging aktibo,2nd Semester,2022-2023,1B,CCMS
5,5,5,5,5,5,5,5,mas lalo pang pagandahin sa mga susunod ang serbisyo ng school sa mga estyudante,1st Semester,2021-2022,1C,IFMS
4,3,3,4,4,4,3,4,mas lalo pang pagbutihin sa bawat proyekto na gagawin,1st Semester,2021-2022,1C,BS-Fisheries
4,4,5,5,5,4,5,5,mas lalo pang pagputihin ang kanilang serbisyo at manatiling bukas at mabait sa mga estudyante,1st Semester,2021-2022,1C,CCMS
5,5,5,5,5,5,5,5,mas lalo pang pakinggan ang boses ng mga mag-aaral.,1st Semester,2021-2022,1C,IFMS
4,4,4,4,4,4,4,4,mas lalong gumanda ang cnsc dahil maraming taong nagpupursigi upang mas maging maayus ito at mapaganda lalo,1st Semester,2021-2022,1C,BS-Fisheries
5,5,5,5,5,5,5,5,mas lalong pag igihin ang sistema ng cnsc at dinggin ang mga saloobin ng mga mag aaral,1st Semester,2021-2022,1C,CCMS
3,3,3,3,3,3,3,3,mas lalong pag igtingin at panatilihin ang magandang serbisyo,1st Semester,2021-2022,1C,IFMS
3,3,4,4,4,4,4,4,mas lalong pagbutihin ang mga programa para sa mga studyante,1st Semester,2021-2022,1C,BS-Fisheries
4,4,4,4,4,4,4,4,mas lalong paidtibgin ang kaligtasan ng lahat lalo na ngayong panahon ng pandemya,1st Semester,2021-2022,1C,CCMS
4,4,4,5,4,4,5,4,mas mabilis at maayos na sistema,1st Semester,2021-2022,1C,IFMS
4,4,5,5,4,4,4,4,mas mabilis at maayos na sistema,1st Semester,2021-2022,1C,BS-Fisheries
4,5,5,4,4,5,5,5,mas mabilis na proseso ng mga lms at lahat ng my kinalaman sa computerized services.,1st Semester,2021-2022,1C,CCMS
5,5,5,5,5,5,5,5,mas mabilis na response mula sa iba't ibang kawani lalo pa't umaasa na rin tayo sa online mode of reaching to the different offices. iwasan sana mang-seen ng chat ng mga estudyante.,1st Semester,2021-2022,1C,IFMS
4,4,4,5,4,4,4,4,mas mabilis na serbisyo ay at pantay na respeto sa lahat.,1st Semester,2021-2022,1C,BS-Fisheries
5,5,5,5,5,5,5,5,mas madami ang teacher or office staff para matugunan ang mga tanong ng mga studyante. wag madaliin ang mga pinapagawa sa mga estudyante dahil hindi lahat ng student ay mayroong malakas na cignal ng internet at ang iba ay walang sapat na budget para sa internet.,1st Semester,2021-2022,1C,CCMS
5,5,5,5,5,5,5,5,"mas mag bukas pa ng maraming programa bilang scholarship, upang mas higit pa na makatulong sa mga mag aaral. salamat po.",1st Semester,2021-2022,1C,IFMS
4,4,4,4,4,5,4,4,mas maging aktibo at magkaroon ng pagkakaisa ang bawat isa upang maging mas maayos ang bawat serbisyong ginagawa ng paaralan.,1st Semester,2021-2022,1C,BS-Fisheries
5,5,5,5,5,5,5,5,mas maging aktibo sa pag bibigay impormasyon na dapat malaman ng mga mag aaral at ibang staff ng school.,1st Semester,2021-2022,1C,CCMS
5,5,5,5,5,5,5,5,mas maging aktibo sa trabaho,1st Semester,2021-2022,1C,IFMS
4,4,4,4,4,4,4,4,mas maging approachable pa ang lahat nang nagtatrabaho lalong lalo na sa mga bagonh estudyante pa lamang.,1st Semester,2021-2022,1C,BS-Fisheries
5,5,5,5,5,5,5,5,mas maging bukas pa sa mga ideyang maaaring mapanatiling maayos at dekalidad ang serbisyo ng paaralan,1st Semester,2021-2022,1C,CCMS
4,5,4,5,5,5,5,5,"mas maging bukas sa mga mag-aaral at i-consider din ang bawat-opinyon ng bawat-isa. ngunit, maraming salamat sa mahusay at dekalidad na pagtuturo.",1st Semester,2021-2022,1C,IFMS
5,5,5,5,5,5,5,5,mas maging maayos pa lalo ang learning system lalo na ngayon may pandemic pa din..,1st Semester,2021-2022,1C,BS-Fisheries
5,5,5,5,5,5,5,5,mas maging maintindihin,1st Semester,2021-2022,1C,CCMS
5,5,4,4,5,5,5,5,mas maging responsive ang mga admin ng offices.,1st Semester,2021-2022,1C,IFMS
4,4,4,4,4,4,4,4,mas maging responsive ang mga admin ng offices.,1st Semester,2021-2022,1C,BS-Fisheries
4,4,4,4,4,4,4,4,mas maging responsive ang mga admin ng offices.,1st Semester,2021-2022,1C,CCMS
5,5,5,5,5,5,5,5,mas maging understandable.,1st Semester,2021-2022,1C,IFMS
5,5,5,5,5,5,5,5,mas maging updated,1st Semester,2021-2022,1C,BS-Fisheries
5,5,5,5,5,5,5,5,"mas magkaroon ng maayus na pakikitungo ang ibang instraktor sa mga estudyanteng hindi agarang makapasok sa online class, naway maintindihan nila na karamihan sa mga estudyante ay nagtatrabaho habang nag aaral kung kayat hindi palaging nakakapasok sa klase.",1st Semester,2021-2022,1C,CCMS
4,4,4,4,4,4,5,4,mas magpatuloy pa ang maayos na sistema.,1st Semester,2021-2022,1C,IFMS
5,5,5,5,5,5,4,4,mas mainam na komunikasyon para sa mga estudyante nangangailangan ng tulong o may problemang kinahaharap pagdating sa akademikong usapin,1st Semester,2021-2022,1C,BS-Fisheries
4,4,5,4,4,4,5,5,mas maipaayos ang pagtuturo sa mga estudyante lalo na ngayong panahon ng pandemya. thank you po!,1st Semester,2021-2022,1C,CCMS
4,4,5,5,4,4,4,4,mas makakatulong kung mag kakaroon ng madalas na seminar na patungkol naman sa mental health ng mga estudyante,1st Semester,2021-2022,1C,IFMS
4,4,4,4,4,4,4,4,mas malawak ang pagpaparating ng mga maahalagang impormasyon o announcements. sana mag f2f na . :),1st Semester,2021-2022,1C,BS-Fisheries
4,5,4,5,5,4,4,4,mas malawak ang pagpaparating ng mga maahalagang impormasyon o announcements. sana mag f2f na . :),1st Semester,2021-2022,1C,CCMS
4,4,4,4,4,4,4,4,mas malawak ang pagpaparating ng mga maahalagang impormasyon o announcements. sana mag f2f na . :),1st Semester,2021-2022,1C,IFMS
5,5,5,5,5,5,5,5,mas malawak ang pagpaparating ng mga maahalagang impormasyon o announcements. sana mag f2f na . :),1st Semester,2021-2022,1C,BS-Fisheries
5,5,5,5,5,5,4,5,mas malawak na pag-unawa sa lahat ng mag-aaral. maraming salamat po!,1st Semester,2021-2022,1C,CCMS
4,5,4,5,5,5,5,5,mas mapaayos at mapabilis pa ang proseso ng registrar office.,1st Semester,2021-2022,1C,IFMS
3,4,4,4,5,5,5,4,mas mapabilis at mas maisaayus ang pag bibigay ng mga services para sa mga students.,1st Semester,2021-2022,1C,BS-Fisheries
4,4,4,4,4,4,4,4,mas mapabuti ang kalidad ng mga serbisyo,1st Semester,2021-2022,1C,CCMS
5,5,5,5,5,5,5,4,mas mapabuti ang online appointment form ng institusyon,1st Semester,2021-2022,1C,IFMS
3,4,3,4,5,5,4,4,mas mapabuti ang online appointment form ng institusyon,1st Semester,2021-2022,1C,BS-Fisheries
4,4,4,4,4,4,4,4,mas mapabuti ang online appointment form ng institusyon,1st Semester,2021-2022,1C,CCMS
5,4,4,4,4,5,5,5,mas mapanatiling maayos at maaasahan ang bawat departamento,1st Semester,2021-2022,1C,IFMS
4,3,3,4,3,3,3,4,mas mapanatiling maayos at maaasahan ang bawat departamento,1st Semester,2021-2022,1C,BS-Fisheries
5,5,5,5,5,5,5,5,mas mapanatiling maayos at maaasahan ang bawat departamento,1st Semester,2021-2022,1C,CCMS
5,5,5,5,5,5,5,5,mas organized na learning port,1st Semester,2021-2022,1C,IFMS
4,4,4,4,4,4,4,4,mas pabatalihin at pa usbungin pa ang mga serbisyo,2nd Semester,2021-2022,2A,BS-Fisheries
5,4,4,4,4,5,5,4,mas padaliin ang proseso ng pagkuha ng mga dukumento,2nd Semester,2021-2022,2A,CCMS
4,4,4,4,4,4,4,4,mas pag butihin,2nd Semester,2021-2022,2A,IFMS
5,5,5,5,5,5,5,5,mas pag butihin pa natin.,2nd Semester,2021-2022,2A,BS-Fisheries
5,5,5,5,5,5,5,5,mas pag tounan ng pansin ang mga may mababang puntos base sa survey results sa bawat pamamahala ng organization.,2nd Semester,2021-2022,2A,CCMS
5,5,5,5,5,5,5,5,mas pagandahin pa ang sistema at serbisyo ng camarines norte state college,2nd Semester,2021-2022,2A,IFMS
5,5,5,5,5,5,5,5,mas pagbutihan pa ang mga serbisyong ibinabahagi.,2nd Semester,2021-2022,2A,BS-Fisheries
5,4,4,4,4,4,4,4,"mas pagbutihin pa ang gampanin ng bawat empleyando upang mas lalong mapanatili ang serbisyo nang mahusay, dekalidad at maayos ng cnsc",2nd Semester,2021-2022,2A,CCMS
5,5,5,5,4,4,4,4,mas pagbutihin pa ang serbisyo at ituloy ang mga nasimulang proyekto upang mas maging maayos at maunlad ang bawat isa.,2nd Semester,2021-2022,2A,IFMS
4,4,4,4,4,4,4,4,mas pagbutihin pa po nila ang kanilang ginagawa at mas bigyan sana ng kunting pag-iintindi ang mga estudyante at makipag-usap at magpaliwanag ng mas maayos para naman po hindi mapapahiya ang mga mag-aaral.,2nd Semester,2021-2022,2A,BS-Fisheries
5,5,5,5,5,5,5,5,mas pagbutihin pa.,2nd Semester,2021-2022,2A,CCMS
2,2,2,2,3,2,3,4,mas paghusayan pa po yung serbisyo.,2nd Semester,2021-2022,2A,IFMS
4,5,5,4,4,5,4,5,mas paghusayin at mas galingan,2nd Semester,2021-2022,2A,BS-Fisheries
4,4,4,4,4,4,4,4,mas pagtibayin ang mga pagsusuri at obserbasyon sa mga mag-aaral at sa mga pasilidad upang mas matugunan ang mga pangangailangan ng mga tao sa hinaharap.,2nd Semester,2021-2022,2A,CCMS
5,5,5,5,5,5,5,5,mas pagtibayin ang mga pagsusuri at obserbasyon sa mga mag-aaral at sa mga pasilidad upang mas matugunan ang mga pangangailangan ng mga tao sa hinaharap.,2nd Semester,2021-2022,2A,IFMS
